APEL-summary-job-message: v0.2
Site: AGLT2
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management
WallDuration: 45
CpuDuration: 0
NormalisedWallDuration: 416
NormalisedCpuDuration: 0
NumberOfJobs: 2473
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1405486800
LatestEndTime: 1406437200
Month: 07
Year: 2014
GlobalUserName: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=wguan/CN=667815/CN=Wen Guan
WallDuration: 17
CpuDuration: 4
NormalisedWallDuration: 153
NormalisedCpuDuration: 37
NumberOfJobs: 157
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Bob Ball 81
WallDuration: 2
CpuDuration: 0
NormalisedWallDuration: 16
NormalisedCpuDuration: 0
NumberOfJobs: 10448
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1405918800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Edward Diehl 2179
WallDuration: 75599
CpuDuration: 62811
NormalisedWallDuration: 700047
NormalisedCpuDuration: 581632
NumberOfJobs: 58677
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=John Hover
WallDuration: 1465574
CpuDuration: 1274896
NormalisedWallDuration: 13571217
NormalisedCpuDuration: 11805538
NumberOfJobs: 249707
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1404968400
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Jose Caballero 649
WallDuration: 1602232
CpuDuration: 1276907
NormalisedWallDuration: 14836671
NormalisedCpuDuration: 11824159
NumberOfJobs: 266951
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Saul Youssef 93
WallDuration: 0
CpuDuration: 0
NormalisedWallDuration: 1
NormalisedCpuDuration: 0
NumberOfJobs: 97
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1404277200
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /OU=LocalUser/CN=atlasconnect
WallDuration: 6379
CpuDuration: 191
NormalisedWallDuration: 59067
NormalisedCpuDuration: 1766
NumberOfJobs: 13495
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management
WallDuration: 155
CpuDuration: 0
NormalisedWallDuration: 1560
NormalisedCpuDuration: 0
NumberOfJobs: 12620
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1405486800
LatestEndTime: 1406610000
Month: 07
Year: 2014
GlobalUserName: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=wguan/CN=667815/CN=Wen Guan
WallDuration: 35
CpuDuration: 5
NormalisedWallDuration: 350
NormalisedCpuDuration: 49
NumberOfJobs: 211
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=John Hover
WallDuration: 3972498
CpuDuration: 3554743
NormalisedWallDuration: 39923608
NormalisedCpuDuration: 35725164
NumberOfJobs: 651472
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1404968400
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Jose Caballero 649
WallDuration: 4374546
CpuDuration: 3909812
NormalisedWallDuration: 43964182
NormalisedCpuDuration: 39293613
NumberOfJobs: 805851
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1404795600
LatestEndTime: 1406523600
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Paul Nilsson 1162
WallDuration: 1
CpuDuration: 0
NormalisedWallDuration: 5
NormalisedCpuDuration: 1
NumberOfJobs: 4
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Saul Youssef 93
WallDuration: 1
CpuDuration: 0
NormalisedWallDuration: 8
NormalisedCpuDuration: 0
NumberOfJobs: 1135
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Xin Zhao 87
WallDuration: 0
CpuDuration: 0
NormalisedWallDuration: 1
NormalisedCpuDuration: 0
NumberOfJobs: 264
%%
Site: BNL-ATLAS
Group: cms
EarliestEndTime: 1406005200
LatestEndTime: 1406091600
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=Services/CN=testpilot03/test-frontend-1.t2.ucsd.edu
WallDuration: 3
CpuDuration: 0
NormalisedWallDuration: 33
NormalisedCpuDuration: 0
NumberOfJobs: 9
%%
Site: BU_ATLAS_Tier2
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management
WallDuration: 59
CpuDuration: 5
NormalisedWallDuration: 553
NormalisedCpuDuration: 48
NumberOfJobs: 1622
%%
Site: BU_ATLAS_Tier2
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=John Hover
WallDuration: 953809
CpuDuration: 865543
NormalisedWallDuration: 8889498
NormalisedCpuDuration: 8066862
NumberOfJobs: 239746
%%
Site: BU_ATLAS_Tier2
Group: atlas
EarliestEndTime: 1405314000
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Jose Caballero 649
WallDuration: 734482
CpuDuration: 630816
NormalisedWallDuration: 6845370
NormalisedCpuDuration: 5879203
NumberOfJobs: 222871
%%
Site: BU_ATLAS_Tier2
Group: atlas
EarliestEndTime: 1404190800
LatestEndTime: 1406782800
Month: 07
Year: 2014
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Saul Youssef 93
WallDuration: 0
CpuDuration: 0
NormalisedWallDuration: 1
NormalisedCpuDuration: 0
NumberOfJobs: 4123
%%
Site: BU_ATLAS_Tier2
Group: atlas
EarliestEndTime: 1406437200
LatestEndTime: 1406610000
Month: 07
Year: 2014
GlobalUserName: iVDGL
WallDuration: 65
CpuDuration: 47
NormalisedWallDuration: 608
NormalisedCpuDuration: 442
