APEL-summary-job-message: v0.2
Site: AGLT2
Group: atlas
EarliestEndTime: 1377061200
LatestEndTime: 1377061200
Month: 08
Year: 2013
GlobalUserName: /C=GR/O=HellasGrid/OU=ntua.gr/CN=Fotis Georgatos
WallDuration: 0
CpuDuration: 0
NormalisedWallDuration: 1
NormalisedCpuDuration: 0
NumberOfJobs: 5
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1375333200
LatestEndTime: 1377925200
Month: 08
Year: 2013
GlobalUserName: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management
WallDuration: 38
CpuDuration: 0
NormalisedWallDuration: 340
NormalisedCpuDuration: 0
NumberOfJobs: 2633
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1375333200
LatestEndTime: 1377925200
Month: 08
Year: 2013
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Bob Ball 81
WallDuration: 2
CpuDuration: 0
NormalisedWallDuration: 14
NormalisedCpuDuration: 0
NumberOfJobs: 8868
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1375333200
LatestEndTime: 1377925200
Month: 08
Year: 2013
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=John Hover 241
WallDuration: 2989786
CpuDuration: 2635407
NormalisedWallDuration: 26997765
NormalisedCpuDuration: 23797724
NumberOfJobs: 1193545
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1377234000
LatestEndTime: 1377234000
Month: 08
Year: 2013
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Xin Zhao 87
WallDuration: 0
CpuDuration: 0
NormalisedWallDuration: 0
NormalisedCpuDuration: 0
NumberOfJobs: 4
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1375851600
LatestEndTime: 1375851600
Month: 08
Year: 2013
GlobalUserName: /DC=org/DC=doegrids/OU=People/CN=Edward Diehl 382381
WallDuration: 158
CpuDuration: 91
NormalisedWallDuration: 1431
NormalisedCpuDuration: 821
NumberOfJobs: 456
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1375851600
LatestEndTime: 1375851600
Month: 08
Year: 2013
GlobalUserName: /DC=org/DC=doegrids/OU=People/CN=Patrick McGuigan 416226
WallDuration: 0
CpuDuration: 0
NormalisedWallDuration: 0
NormalisedCpuDuration: 0
NumberOfJobs: 5
%%
Site: AGLT2
Group: atlas
EarliestEndTime: 1375333200
LatestEndTime: 1375765200
Month: 08
Year: 2013
GlobalUserName: /DC=org/DC=doegrids/OU=People/CN=Robert C Ball 331645
WallDuration: 0
CpuDuration: 0
NormalisedWallDuration: 1
NormalisedCpuDuration: 0
NumberOfJobs: 754
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1377061200
LatestEndTime: 1377061200
Month: 08
Year: 2013
GlobalUserName: /C=GR/O=HellasGrid/OU=ntua.gr/CN=Fotis Georgatos
WallDuration: 1
CpuDuration: 0
NormalisedWallDuration: 8
NormalisedCpuDuration: 0
NumberOfJobs: 21
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1375333200
LatestEndTime: 1377925200
Month: 08
Year: 2013
GlobalUserName: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management
WallDuration: 94
CpuDuration: 0
NormalisedWallDuration: 942
NormalisedCpuDuration: 0
NumberOfJobs: 7627
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1375333200
LatestEndTime: 1377925200
Month: 08
Year: 2013
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=John Hover 241
WallDuration: 8688564
CpuDuration: 7978683
NormalisedWallDuration: 87320064
NormalisedCpuDuration: 80185768
NumberOfJobs: 4146987
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1375333200
LatestEndTime: 1376542800
Month: 08
Year: 2013
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Paul Nilsson 1162
WallDuration: 4
CpuDuration: 0
NormalisedWallDuration: 38
NormalisedCpuDuration: 5
NumberOfJobs: 44
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1376370000
LatestEndTime: 1376370000
Month: 08
Year: 2013
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Xin Zhao 87
WallDuration: 0
CpuDuration: 0
NormalisedWallDuration: 0
NormalisedCpuDuration: 0
NumberOfJobs: 3
%%
Site: BNL-ATLAS
Group: atlas
EarliestEndTime: 1375333200
LatestEndTime: 1375851600
Month: 08
Year: 2013
GlobalUserName: /DC=org/DC=doegrids/OU=People/CN=Jose Caballero 511275
WallDuration: 51
CpuDuration: 37
NormalisedWallDuration: 514
NormalisedCpuDuration: 370
NumberOfJobs: 4
%%
Site: BU_ATLAS_Tier2
Group: atlas
EarliestEndTime: 1377061200
LatestEndTime: 1377061200
Month: 08
Year: 2013
GlobalUserName: /C=GR/O=HellasGrid/OU=ntua.gr/CN=Fotis Georgatos
WallDuration: 0
CpuDuration: 0
NormalisedWallDuration: 1
NormalisedCpuDuration: 0
NumberOfJobs: 74
%%
Site: BU_ATLAS_Tier2
Group: atlas
EarliestEndTime: 1375333200
LatestEndTime: 1377925200
Month: 08
Year: 2013
GlobalUserName: /DC=ch/DC=cern/OU=Organic Units/OU=Users/CN=ddmadmin/CN=531497/CN=Robot: ATLAS Data Management
WallDuration: 41
CpuDuration: 4
NormalisedWallDuration: 347
NormalisedCpuDuration: 30
NumberOfJobs: 3171
%%
Site: BU_ATLAS_Tier2
Group: atlas
EarliestEndTime: 1375333200
LatestEndTime: 1377925200
Month: 08
Year: 2013
GlobalUserName: /DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=John Hover 241
WallDuration: 1083609
CpuDuration: 996945
NormalisedWallDuration: 9134826
NormalisedCpuDuration: 8404242
NumberOfJobs: 1902920
%%
Site: BU_ATLAS_Tier2
Group: atlas
EarliestEndTime: 1376370000
LatestEndTime: 1377925200
Month: 08
Year: 2013
GlobalUserName: /DC=org/DC=doegrids/OU=People/CN=Saul Youssef 669688
WallDuration: 0
CpuDuration: 0
NormalisedWallDuration: 0
NormalisedCpuDuration: 0
NumberOfJobs: 666
%%
Site: BU_ATLAS_Tier2
Group: atlas
EarliestEndTime: 1376283600
LatestEndTime: 1376283600
Month: 08
Year: 2013
GlobalUserName: iVDGL
WallDuration: 1
CpuDuration: 0
NormalisedWallDuration: 7
NormalisedCpuDuration: 0
NumberOfJobs: 25
%%
Site: CIT_CMS_T2
Group: atlas
EarliestEndTime: 1377320400
LatestEndTime: 1377320400
Month: 08
Year: 2013
GlobalUserName: /C=GR/O=HellasGrid/OU=ntua.gr/CN=Fotis Georgatos
WallDuration: 15
CpuDuration: 0
NormalisedWallDuration: 191
NormalisedCpuDuration: 0
NumberOfJobs: 2
%%
Site: CIT_CMS_T2
Group: cms
EarliestEndTime: 1377579600
LatestEndTime: 1377925200
Month: 08
Year: 2013
GlobalUserName: /C=CN/O=HEP/O=IHEP/OU=CC/CN=Jiawei Fan
WallDuration: 1439
CpuDuration: 841
NormalisedWallDuration: 18629
NormalisedCpuDuration: 10889
NumberOfJobs: 52
%%
Site: CIT_CMS_T2
Group: cms
EarliestEndTime: 1377234000
LatestEndTime: 1377838800
Month: 08
Year: 2013
GlobalUserName: /C=DE/O=GermanGrid/OU=DESY/CN=Armin Burgmeier
WallDuration: 587
CpuDuration: 524
